Unique Key,Created Date,Closed Date,Agency,Complaint Type,Descriptor,Location Type,Incident Zip,Borough,Status,Resolution Description
5848,08/11/2023 12:00:00 AM,06/17/2023 12:00:00 AM,DOB,Rodent,Descriptor for Plumbing,Commercial Building,10003,BRONX,In Progress,Resolution for complaint 5847
5849,02/15/2023 12:00:00 AM,,DOB,Graffiti,Descriptor for Sanitation Condition,Street/Sidewalk,11215,STATEN ISLAND,Open,Resolution for complaint 5848
5850,02/02/2023 12:00:00 AM,09/23/2023 12:00:00 AM,DSNY,Noise - Residential,Descriptor for Water System,Residential Building,10003,MANHATTAN,Closed,Resolution for complaint 5849
5851,05/15/2023 12:00:00 AM,,NYPD,Street Light Condition,Descriptor for Building/Use,Residential Building,11215,STATEN ISLAND,Open,Resolution for complaint 5850
5852,04/24/2023 12:00:00 AM,,DSNY,Noise - Residential,Descriptor for Sanitation Condition,Street/Sidewalk,11215,MANHATTAN,Pending,Resolution for complaint 5851
5853,07/09/2023 12:00:00 AM,02/20/2023 12:00:00 AM,DSNY,Traffic Signal Condition,Descriptor for Street Condition,Commercial Building,11215,STATEN ISLAND,Pending,Resolution for complaint 5852
5854,02/10/2023 12:00:00 AM,,HPD,Street Condition,Descriptor for Air Quality,Commercial Building,10001,MANHATTAN,In Progress,Resolution for complaint 5853
5855,11/08/2023 12:00:00 AM,01/28/2023 12:00:00 AM,DOB,Rodent,Descriptor for Street Condition,Street/Sidewalk,10451,STATEN ISLAND,Pending,Resolution for complaint 5854
5856,01/20/2023 12:00:00 AM,03/30/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Sanitation Condition,School,10451,STATEN ISLAND,Pending,Resolution for complaint 5855
5857,07/16/2023 12:00:00 AM,,DPR,Water System,Descriptor for Rodent,Commercial Building,10002,MANHATTAN,In Progress,Resolution for complaint 5856
5858,07/25/2023 12:00:00 AM,,DPR,Noise - Residential,Descriptor for Noise - Residential,Street/Sidewalk,11372,BRONX,In Progress,Resolution for complaint 5857
5859,11/11/2023 12:00:00 AM,09/08/2023 12:00:00 AM,DEP,Building/Use,Descriptor for Graffiti,Commercial Building,10003,QUEENS,Pending,Resolution for complaint 5858
5860,12/02/2023 12:00:00 AM,12/18/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Water System,Park/Playground,10003,QUEENS,In Progress,Resolution for complaint 5859
5861,09/24/2023 12:00:00 AM,09/23/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Air Quality,Street/Sidewalk,10003,QUEENS,In Progress,Resolution for complaint 5860
5862,05/27/2023 12:00:00 AM,10/19/2023 12:00:00 AM,DEP,Water System,Descriptor for Rodent,Park/Playground,10001,BROOKLYN,Closed,Resolution for complaint 5861
5863,12/31/2023 12:00:00 AM,12/17/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Blocked Driveway,Park/Playground,10301,BRONX,Open,Resolution for complaint 5862
5864,11/02/2023 12:00:00 AM,,DEP,Heat/Hot Water,Descriptor for Traffic Signal Condition,Street/Sidewalk,10451,QUEENS,Closed,Resolution for complaint 5863
5865,01/30/2023 12:00:00 AM,12/27/2023 12:00:00 AM,DPR,Building/Use,Descriptor for Graffiti,Residential Building,11215,BROOKLYN,In Progress,Resolution for complaint 5864
5866,03/31/2023 12:00:00 AM,12/08/2023 12:00:00 AM,FDNY,Street Condition,Descriptor for Water System,Street/Sidewalk,10451,BRONX,In Progress,Resolution for complaint 5865
5867,11/24/2023 12:00:00 AM,04/05/2023 12:00:00 AM,DSNY,Traffic Signal Condition,Descriptor for Noise - Residential,Commercial Building,10002,MANHATTAN,Open,Resolution for complaint 5866
5868,09/11/2023 12:00:00 AM,,DOB,Air Quality,Descriptor for Paint/Plaster,Street/Sidewalk,11201,MANHATTAN,Pending,Resolution for complaint 5867
5869,08/13/2023 12:00:00 AM,02/01/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Building/Use,Commercial Building,10003,QUEENS,Pending,Resolution for complaint 5868
5870,01/06/2023 12:00:00 AM,01/21/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Street Light Condition,Commercial Building,11372,MANHATTAN,Closed,
5871,04/14/2023 12:00:00 AM,,HPD,Sanitation Condition,Descriptor for Rodent,School,11372,MANHATTAN,Open,Resolution for complaint 5870
5872,12/03/2023 12:00:00 AM,,DOT,Noise - Residential,Descriptor for Blocked Driveway,Park/Playground,10002,BROOKLYN,Closed,
5873,09/23/2023 12:00:00 AM,07/18/2023 12:00:00 AM,DOT,Noise - Residential,Descriptor for Rodent,Residential Building,11215,BROOKLYN,In Progress,Resolution for complaint 5872
5874,05/27/2023 12:00:00 AM,10/21/2023 12:00:00 AM,DOT,Noise - Residential,Descriptor for Plumbing,Residential Building,11201,BROOKLYN,Closed,Resolution for complaint 5873
5875,04/10/2023 12:00:00 AM,10/21/2023 12:00:00 AM,DOB,Heat/Hot Water,Descriptor for Blocked Driveway,Street/Sidewalk,10003,BRONX,Open,
5876,01/18/2023 12:00:00 AM,08/24/2023 12:00:00 AM,DSNY,Graffiti,Descriptor for Street Condition,Residential Building,10002,BROOKLYN,In Progress,Resolution for complaint 5875
5877,11/03/2023 12:00:00 AM,,DOB,Traffic Signal Condition,Descriptor for Sanitation Condition,Residential Building,10002,STATEN ISLAND,Open,Resolution for complaint 5876
5878,09/19/2023 12:00:00 AM,03/25/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Street Condition,Residential Building,10301,BRONX,Pending,Resolution for complaint 5877
5879,09/22/2023 12:00:00 AM,10/20/2023 12:00:00 AM,FDNY,Noise - Residential,Descriptor for Rodent,Park/Playground,10003,QUEENS,Pending,Resolution for complaint 5878
5880,12/24/2023 12:00:00 AM,02/17/2023 12:00:00 AM,DSNY,Graffiti,Descriptor for Paint/Plaster,Commercial Building,11215,MANHATTAN,In Progress,Resolution for complaint 5879
5881,04/29/2023 12:00:00 AM,,DPR,Graffiti,Descriptor for Sanitation Condition,Residential Building,11372,MANHATTAN,Pending,Resolution for complaint 5880
5882,11/11/2023 12:00:00 AM,,DPR,Noise - Residential,Descriptor for Blocked Driveway,Park/Playground,10451,BRONX,Pending,Resolution for complaint 5881
5883,03/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,DSNY,Paint/Plaster,Descriptor for Traffic Signal Condition,Street/Sidewalk,10001,STATEN ISLAND,Closed,Resolution for complaint 5882
5884,12/12/2023 12:00:00 AM,12/06/2023 12:00:00 AM,FDNY,Illegal Parking,Descriptor for Illegal Parking,Street/Sidewalk,11372,BROOKLYN,Pending,Resolution for complaint 5883
5885,01/19/2023 12:00:00 AM,,HPD,Rodent,Descriptor for Building/Use,Commercial Building,10002,BRONX,Pending,Resolution for complaint 5884
5886,07/04/2023 12:00:00 AM,09/02/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Sanitation Condition,School,10003,BRONX,Open,Resolution for complaint 5885
5887,05/03/2023 12:00:00 AM,,DOT,Street Condition,Descriptor for Sanitation Condition,Street/Sidewalk,10001,MANHATTAN,In Progress,Resolution for complaint 5886
5888,12/02/2023 12:00:00 AM,09/19/2023 12:00:00 AM,DPR,Water System,Descriptor for Paint/Plaster,Park/Playground,10001,BROOKLYN,Pending,Resolution for complaint 5887
5889,01/01/2023 12:00:00 AM,,DEP,Plumbing,Descriptor for Noise - Residential,Street/Sidewalk,10451,STATEN ISLAND,Pending,Resolution for complaint 5888
5890,03/22/2023 12:00:00 AM,04/11/2023 12:00:00 AM,HPD,Paint/Plaster,Descriptor for Air Quality,Commercial Building,10002,STATEN ISLAND,Pending,Resolution for complaint 5889
5891,02/14/2023 12:00:00 AM,10/23/2023 12:00:00 AM,NYPD,Graffiti,Descriptor for Plumbing,School,10301,BROOKLYN,Open,Resolution for complaint 5890
5892,05/22/2023 12:00:00 AM,08/29/2023 12:00:00 AM,HPD,Air Quality,Descriptor for Graffiti,Street/Sidewalk,10001,MANHATTAN,In Progress,
5893,07/24/2023 12:00:00 AM,,DEP,Sanitation Condition,Descriptor for Air Quality,Residential Building,10301,BROOKLYN,Closed,
5894,06/30/2023 12:00:00 AM,09/13/2023 12:00:00 AM,DOB,Illegal Parking,Descriptor for Blocked Driveway,Commercial Building,10002,BRONX,Pending,Resolution for complaint 5893
5895,12/09/2023 12:00:00 AM,,HPD,Street Light Condition,Descriptor for Street Light Condition,Residential Building,11201,QUEENS,In Progress,Resolution for complaint 5894
5896,07/22/2023 12:00:00 AM,03/16/2023 12:00:00 AM,DPR,Water System,Descriptor for Street Light Condition,Commercial Building,11372,STATEN ISLAND,Pending,Resolution for complaint 5895
5897,07/27/2023 12:00:00 AM,11/21/2023 12:00:00 AM,DOT,Sanitation Condition,Descriptor for Street Condition,Park/Playground,11201,MANHATTAN,Pending,Resolution for complaint 5896
5898,10/28/2023 12:00:00 AM,,FDNY,Paint/Plaster,Descriptor for Building/Use,School,11215,BROOKLYN,Pending,Resolution for complaint 5897
5899,04/13/2023 12:00:00 AM,,DOT,Water System,Descriptor for Rodent,Commercial Building,10301,BRONX,Closed,Resolution for complaint 5898
5900,09/23/2023 12:00:00 AM,,DEP,Illegal Parking,Descriptor for Paint/Plaster,Commercial Building,11201,QUEENS,Pending,Resolution for complaint 5899
5901,01/08/2023 12:00:00 AM,,DSNY,Building/Use,Descriptor for Sanitation Condition,Street/Sidewalk,10003,BRONX,In Progress,Resolution for complaint 5900
5902,12/27/2023 12:00:00 AM,12/25/2023 12:00:00 AM,DSNY,Plumbing,Descriptor for Illegal Parking,School,11215,MANHATTAN,Pending,
5903,02/05/2023 12:00:00 AM,07/29/2023 12:00:00 AM,NYPD,Air Quality,Descriptor for Plumbing,Park/Playground,10003,BRONX,Pending,Resolution for complaint 5902
5904,02/16/2023 12:00:00 AM,12/05/2023 12:00:00 AM,DOB,Traffic Signal Condition,Descriptor for Noise - Residential,School,10001,STATEN ISLAND,Closed,Resolution for complaint 5903
5905,10/09/2023 12:00:00 AM,,DOB,Illegal Parking,Descriptor for Rodent,Park/Playground,11372,STATEN ISLAND,Pending,Resolution for complaint 5904
5906,05/26/2023 12:00:00 AM,,DEP,Building/Use,Descriptor for Noise - Residential,Residential Building,10301,STATEN ISLAND,Closed,Resolution for complaint 5905
5907,10/14/2023 12:00:00 AM,12/11/2023 12:00:00 AM,DOB,Traffic Signal Condition,Descriptor for Street Condition,Park/Playground,10001,BRONX,Open,
5908,10/26/2023 12:00:00 AM,,DSNY,Street Light Condition,Descriptor for Street Condition,Residential Building,11201,BROOKLYN,Open,Resolution for complaint 5907
5909,06/28/2023 12:00:00 AM,,HPD,Noise - Residential,Descriptor for Rodent,Street/Sidewalk,10451,STATEN ISLAND,Open,
5910,06/27/2023 12:00:00 AM,03/08/2023 12:00:00 AM,DOB,Rodent,Descriptor for Blocked Driveway,Commercial Building,11372,BROOKLYN,Pending,Resolution for complaint 5909
5911,05/22/2023 12:00:00 AM,01/22/2023 12:00:00 AM,DOB,Traffic Signal Condition,Descriptor for Building/Use,School,11372,MANHATTAN,Closed,Resolution for complaint 5910
5912,04/26/2023 12:00:00 AM,,FDNY,Water System,Descriptor for Street Light Condition,Street/Sidewalk,10003,STATEN ISLAND,Pending,Resolution for complaint 5911
5913,11/07/2023 12:00:00 AM,08/17/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Blocked Driveway,Commercial Building,11372,MANHATTAN,In Progress,Resolution for complaint 5912
5914,04/10/2023 12:00:00 AM,,DOB,Illegal Parking,Descriptor for Plumbing,School,10301,MANHATTAN,In Progress,Resolution for complaint 5913
5915,08/21/2023 12:00:00 AM,09/28/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Blocked Driveway,School,10001,MANHATTAN,Closed,Resolution for complaint 5914
5916,07/26/2023 12:00:00 AM,05/08/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Air Quality,Residential Building,10301,MANHATTAN,Closed,Resolution for complaint 5915
5917,10/22/2023 12:00:00 AM,,DOT,Rodent,Descriptor for Illegal Parking,Residential Building,10003,STATEN ISLAND,In Progress,Resolution for complaint 5916
5918,01/03/2023 12:00:00 AM,04/20/2023 12:00:00 AM,DOT,Street Condition,Descriptor for Graffiti,Commercial Building,10301,QUEENS,Pending,Resolution for complaint 5917
5919,05/14/2023 12:00:00 AM,,NYPD,Traffic Signal Condition,Descriptor for Sanitation Condition,Commercial Building,10003,QUEENS,Pending,Resolution for complaint 5918
5920,03/31/2023 12:00:00 AM,08/09/2023 12:00:00 AM,DPR,Plumbing,Descriptor for Street Light Condition,School,10001,QUEENS,Closed,Resolution for complaint 5919
5921,07/28/2023 12:00:00 AM,04/17/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Heat/Hot Water,Street/Sidewalk,11215,MANHATTAN,Closed,
5922,09/17/2023 12:00:00 AM,12/05/2023 12:00:00 AM,HPD,Heat/Hot Water,Descriptor for Plumbing,Commercial Building,10451,QUEENS,Pending,Resolution for complaint 5921
5923,02/24/2023 12:00:00 AM,,DEP,Rodent,Descriptor for Paint/Plaster,Park/Playground,10002,BRONX,Closed,Resolution for complaint 5922
5924,10/14/2023 12:00:00 AM,12/07/2023 12:00:00 AM,DOB,Illegal Parking,Descriptor for Street Condition,Street/Sidewalk,10002,QUEENS,In Progress,Resolution for complaint 5923
5925,02/07/2023 12:00:00 AM,09/24/2023 12:00:00 AM,DPR,Blocked Driveway,Descriptor for Building/Use,Park/Playground,10301,QUEENS,In Progress,Resolution for complaint 5924
5926,09/15/2023 12:00:00 AM,,FDNY,Heat/Hot Water,Descriptor for Noise - Residential,Street/Sidewalk,10003,STATEN ISLAND,Closed,Resolution for complaint 5925
5927,05/31/2023 12:00:00 AM,05/25/2023 12:00:00 AM,DSNY,Illegal Parking,Descriptor for Heat/Hot Water,School,10002,BRONX,Pending,
5928,06/24/2023 12:00:00 AM,,DPR,Noise - Residential,Descriptor for Heat/Hot Water,Park/Playground,11201,MANHATTAN,In Progress,Resolution for complaint 5927
5929,03/01/2023 12:00:00 AM,,DEP,Street Condition,Descriptor for Street Condition,Commercial Building,10301,BROOKLYN,Pending,Resolution for complaint 5928
5930,09/20/2023 12:00:00 AM,,DOB,Water System,Descriptor for Illegal Parking,Street/Sidewalk,10001,STATEN ISLAND,Closed,Resolution for complaint 5929
5931,05/12/2023 12:00:00 AM,07/22/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Building/Use,Street/Sidewalk,10003,MANHATTAN,Closed,
5932,10/03/2023 12:00:00 AM,03/13/2023 12:00:00 AM,DOT,Graffiti,Descriptor for Blocked Driveway,Residential Building,10451,BRONX,Pending,Resolution for complaint 5931
5933,10/22/2023 12:00:00 AM,01/05/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Street Light Condition,Park/Playground,10002,MANHATTAN,In Progress,Resolution for complaint 5932
5934,05/09/2023 12:00:00 AM,06/17/2023 12:00:00 AM,HPD,Rodent,Descriptor for Paint/Plaster,Residential Building,10451,BRONX,Closed,
5935,12/22/2023 12:00:00 AM,03/18/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Sanitation Condition,Street/Sidewalk,10301,QUEENS,Closed,Resolution for complaint 5934
5936,08/15/2023 12:00:00 AM,07/12/2023 12:00:00 AM,DPR,Water System,Descriptor for Noise - Residential,Residential Building,10002,BRONX,Open,Resolution for complaint 5935
5937,07/13/2023 12:00:00 AM,,HPD,Street Light Condition,Descriptor for Air Quality,School,10451,QUEENS,In Progress,Resolution for complaint 5936
5938,10/16/2023 12:00:00 AM,10/30/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Illegal Parking,School,10301,STATEN ISLAND,In Progress,Resolution for complaint 5937
5939,09/05/2023 12:00:00 AM,,DOB,Sanitation Condition,Descriptor for Building/Use,Street/Sidewalk,10003,MANHATTAN,Open,
5940,05/05/2023 12:00:00 AM,06/29/2023 12:00:00 AM,DSNY,Blocked Driveway,Descriptor for Water System,School,10301,BRONX,Open,Resolution for complaint 5939
5941,06/23/2023 12:00:00 AM,02/03/2023 12:00:00 AM,DSNY,Street Condition,Descriptor for Air Quality,Park/Playground,10001,STATEN ISLAND,Pending,Resolution for complaint 5940
5942,08/23/2023 12:00:00 AM,12/02/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Heat/Hot Water,School,10003,BROOKLYN,Closed,Resolution for complaint 5941
5943,12/15/2023 12:00:00 AM,,NYPD,Heat/Hot Water,Descriptor for Building/Use,Park/Playground,10003,BROOKLYN,Open,Resolution for complaint 5942
5944,08/24/2023 12:00:00 AM,12/08/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Graffiti,School,11215,BROOKLYN,Pending,Resolution for complaint 5943
5945,10/28/2023 12:00:00 AM,06/26/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Building/Use,Commercial Building,10002,STATEN ISLAND,Open,Resolution for complaint 5944
5946,01/15/2023 12:00:00 AM,,FDNY,Graffiti,Descriptor for Water System,Street/Sidewalk,10001,QUEENS,In Progress,Resolution for complaint 5945
5947,09/04/2023 12:00:00 AM,09/12/2023 12:00:00 AM,HPD,Traffic Signal Condition,Descriptor for Graffiti,Park/Playground,10003,BROOKLYN,Pending,Resolution for complaint 5946
5948,03/01/2023 12:00:00 AM,02/19/2023 12:00:00 AM,HPD,Street Light Condition,Descriptor for Paint/Plaster,Park/Playground,10451,BROOKLYN,In Progress,Resolution for complaint 5947
5949,05/13/2023 12:00:00 AM,,NYPD,Noise - Residential,Descriptor for Paint/Plaster,Commercial Building,10003,BRONX,Pending,Resolution for complaint 5948
5950,02/04/2023 12:00:00 AM,03/14/2023 12:00:00 AM,DEP,Illegal Parking,Descriptor for Graffiti,Residential Building,10002,BROOKLYN,In Progress,Resolution for complaint 5949
5951,07/15/2023 12:00:00 AM,,DPR,Air Quality,Descriptor for Street Condition,Commercial Building,10001,BRONX,Pending,Resolution for complaint 5950
5952,11/21/2023 12:00:00 AM,07/03/2023 12:00:00 AM,FDNY,Street Condition,Descriptor for Air Quality,Street/Sidewalk,11201,BROOKLYN,Open,
5953,04/23/2023 12:00:00 AM,10/04/2023 12:00:00 AM,DOT,Traffic Signal Condition,Descriptor for Plumbing,Park/Playground,10001,BROOKLYN,Open,Resolution for complaint 5952
5954,12/13/2023 12:00:00 AM,06/07/2023 12:00:00 AM,DSNY,Water System,Descriptor for Building/Use,Park/Playground,11201,MANHATTAN,Closed,Resolution for complaint 5953
5955,12/26/2023 12:00:00 AM,03/08/2023 12:00:00 AM,NYPD,Building/Use,Descriptor for Sanitation Condition,Street/Sidewalk,10003,QUEENS,Pending,Resolution for complaint 5954
5956,04/28/2023 12:00:00 AM,,HPD,Sanitation Condition,Descriptor for Rodent,Residential Building,10001,BRONX,Pending,Resolution for complaint 5955
5957,06/11/2023 12:00:00 AM,,DPR,Noise - Residential,Descriptor for Rodent,School,10002,BRONX,Closed,Resolution for complaint 5956
5958,07/31/2023 12:00:00 AM,03/21/2023 12:00:00 AM,DEP,Traffic Signal Condition,Descriptor for Sanitation Condition,Park/Playground,11215,BROOKLYN,Pending,Resolution for complaint 5957
5959,06/30/2023 12:00:00 AM,,FDNY,Water System,Descriptor for Street Light Condition,Commercial Building,11201,MANHATTAN,In Progress,Resolution for complaint 5958
5960,09/22/2023 12:00:00 AM,01/28/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Plumbing,Residential Building,10002,BRONX,Open,Resolution for complaint 5959
5961,10/02/2023 12:00:00 AM,07/05/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Illegal Parking,Park/Playground,11201,BROOKLYN,Pending,Resolution for complaint 5960
5962,01/05/2023 12:00:00 AM,09/03/2023 12:00:00 AM,NYPD,Traffic Signal Condition,Descriptor for Sanitation Condition,Park/Playground,11215,BRONX,Open,Resolution for complaint 5961
5963,12/25/2023 12:00:00 AM,,DPR,Water System,Descriptor for Paint/Plaster,School,10002,BRONX,In Progress,
5964,05/15/2023 12:00:00 AM,01/31/2023 12:00:00 AM,DSNY,Heat/Hot Water,Descriptor for Heat/Hot Water,School,11372,STATEN ISLAND,Open,Resolution for complaint 5963
5965,05/08/2023 12:00:00 AM,,DPR,Building/Use,Descriptor for Illegal Parking,Residential Building,11201,BROOKLYN,Pending,Resolution for complaint 5964
5966,05/28/2023 12:00:00 AM,08/15/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Paint/Plaster,Street/Sidewalk,10002,MANHATTAN,Open,Resolution for complaint 5965
5967,02/17/2023 12:00:00 AM,02/13/2023 12:00:00 AM,DOB,Street Condition,Descriptor for Traffic Signal Condition,School,10002,STATEN ISLAND,Closed,Resolution for complaint 5966
5968,07/24/2023 12:00:00 AM,10/30/2023 12:00:00 AM,FDNY,Traffic Signal Condition,Descriptor for Traffic Signal Condition,Commercial Building,10003,QUEENS,Pending,Resolution for complaint 5967
5969,12/11/2023 12:00:00 AM,,HPD,Paint/Plaster,Descriptor for Rodent,Park/Playground,11201,STATEN ISLAND,Open,Resolution for complaint 5968
5970,06/25/2023 12:00:00 AM,,NYPD,Traffic Signal Condition,Descriptor for Paint/Plaster,School,10001,QUEENS,Closed,Resolution for complaint 5969
5971,02/08/2023 12:00:00 AM,,NYPD,Traffic Signal Condition,Descriptor for Noise - Residential,Commercial Building,10301,BROOKLYN,Closed,Resolution for complaint 5970
